"","mem_no","crm_group","time","first_logon","first_dlvry","ord_cnt","cluster","is_churn","risk_ratio","is_logon","is_dlvry"
"8649","98F3D47BFBCD2EDF15C7C58D7A43FE3BCBC07F4EF9FEB6FA2F31E4588EE23A05","test",2023-11-24,NA,NA,0,"part_all","NO",2.2258064516129,0,0
"8650","7BF67C041FA6E21CD92E7374B4EC2D5C823EC660D6A7D369D3DB898C762C20EB","test",2023-11-24,NA,NA,0,"part_peak","NO",1.21739130434783,0,0
"8651","ECCCB8EEB7F48CDC86EDC55434D9EC364E44BC0BC4C243D055BD62238567E759","test",2023-11-24,NA,NA,0,"part_all","NO",6.15596330275229,0,0
"8652","0DAEC4E679FC7F3EEAD4F573B93753B26B56E92CDDE09EC5185D0DF089766B7C","control",2023-11-24,NA,NA,0,"part_peak","NO",3.48484848484848,0,0
"8653","ED73D71E8CF6F8CE7F1B693176CC8B8CD82FCFD111EF819FB72070FE49D13288","test",2023-11-24,NA,NA,0,"part_peak","NO",2.36448598130841,0,0
"8654","09026A8F9725A2EE63D754FA16A01527794C5589DF4FACA518A383F8E7EA24B4","test",2023-11-24,NA,NA,0,"part_peak","NO",2.44444444444444,0,0
"8655","DEE9099245AAF2F6BEADF4EC7025C037AA142486D3AD42CEF2D31D26367F2C3B","test",2023-11-24,2023-11-24 15:21:00,NA,0,"part_peak","NO",2.46153846153846,1,0
"8656","64029CE9F636301E35A0A2B84E09A792313C1ADDC86EE50FF2C6729A03E9B338","control",2023-11-24,NA,NA,0,"part_peak","YES",19.0967741935484,0,0
"8657","257ABB7DCA672D79C4DE64AFE2BE010A61045BE042176F95C0B42447B70F4D2D","control",2023-11-24,NA,NA,0,"part_peak","NO",2.38095238095238,0,0
"8658","EBCB169F3AD7EE00902AEC54004BCE1A009D7E84EF98C1DE84FCF4D9719D50D4","control",2023-11-24,2023-11-24 22:43:00,NA,0,"part_peak","NO",2.5,1,0
"8659","3B5CD6E653241DB1D231291B844B245E57F85C152374632DD2DB25DDEFC35434","test",2023-11-24,NA,NA,0,"part_all","YES",34.2222222222222,0,0
"8660","4E0A5E47E4FBC4BF84E108D6BC148CC8C068E2F1DFEAF1B1EFE648572977B4EE","test",2023-11-24,2023-11-24 17:42:00,2023-11-24 17:45:00,14,"part_all","NO",1.4,1,1
"8661","BD6D47017D22F9994B64A14DC85A12125945AD784007E2B4E01B934EA28093C6","control",2023-11-24,NA,NA,0,"part_all","NO",1.45454545454545,0,0
"8662","922487B9A601D165E11C089D5059700B806076E3F4014F4AF7418EC01ABA1277","test",2023-11-24,NA,NA,0,"part_peak","YES",18.8181818181818,0,0
