,brms_rider_id,crm_time,rgn2_nm,order_count
229,4436445BF837A609488C3340242AE1F00F5686DDF33E1E451AB28758EEEF110C,1st_time,강남구,11
230,4436445BF837A609488C3340242AE1F00F5686DDF33E1E451AB28758EEEF110C,1st_time,서초구,24
231,4436445BF837A609488C3340242AE1F00F5686DDF33E1E451AB28758EEEF110C,2nd_time,강남구,8
232,4436445BF837A609488C3340242AE1F00F5686DDF33E1E451AB28758EEEF110C,2nd_time,서초구,60
233,45F30742A268432FCAA3B253B7E992E749C3F40E01F07B55B296B3F2D8D51EDB,1st_time,과천시,25
234,45F30742A268432FCAA3B253B7E992E749C3F40E01F07B55B296B3F2D8D51EDB,1st_time,의왕시,1
235,45F30742A268432FCAA3B253B7E992E749C3F40E01F07B55B296B3F2D8D51EDB,2nd_time,과천시,39
236,45F30742A268432FCAA3B253B7E992E749C3F40E01F07B55B296B3F2D8D51EDB,2nd_time,서초구,1
237,45F30742A268432FCAA3B253B7E992E749C3F40E01F07B55B296B3F2D8D51EDB,2nd_time,안양시 동안구,5
238,45F30742A268432FCAA3B253B7E992E749C3F40E01F07B55B296B3F2D8D51EDB,2nd_time,의왕시,3
239,461F0DF0F0EB16FFFCD2D7BFFAD961CB3E1E3B980C8395AC5C9923705155C352,1st_time,청주시 서원구,4
240,461F0DF0F0EB16FFFCD2D7BFFAD961CB3E1E3B980C8395AC5C9923705155C352,1st_time,청주시 흥덕구,7
241,461F0DF0F0EB16FFFCD2D7BFFAD961CB3E1E3B980C8395AC5C9923705155C352,2nd_time,청주시 서원구,4
242,461F0DF0F0EB16FFFCD2D7BFFAD961CB3E1E3B980C8395AC5C9923705155C352,2nd_time,청주시 흥덕구,12
243,469FD038FD0242610591C24158E8D8E59EF5873B9EEB944686D72D7AB18295F1,1st_time,청주시 상당구,8
244,469FD038FD0242610591C24158E8D8E59EF5873B9EEB944686D72D7AB18295F1,1st_time,청주시 서원구,70
245,469FD038FD0242610591C24158E8D8E59EF5873B9EEB944686D72D7AB18295F1,1st_time,청주시 흥덕구,6
246,469FD038FD0242610591C24158E8D8E59EF5873B9EEB944686D72D7AB18295F1,2nd_time,청주시 상당구,21
247,469FD038FD0242610591C24158E8D8E59EF5873B9EEB944686D72D7AB18295F1,2nd_time,청주시 서원구,91
248,469FD038FD0242610591C24158E8D8E59EF5873B9EEB944686D72D7AB18295F1,2nd_time,청주시 흥덕구,2
249,470FF0647131526E05A56794368693E703D309D93F1AA771E52A62F8C976A03D,1st_time,청주시 서원구,23
250,470FF0647131526E05A56794368693E703D309D93F1AA771E52A62F8C976A03D,1st_time,청주시 흥덕구,22
251,470FF0647131526E05A56794368693E703D309D93F1AA771E52A62F8C976A03D,2nd_time,청주시 상당구,5
252,470FF0647131526E05A56794368693E703D309D93F1AA771E52A62F8C976A03D,2nd_time,청주시 서원구,80
253,470FF0647131526E05A56794368693E703D309D93F1AA771E52A62F8C976A03D,2nd_time,청주시 청원구,4
254,470FF0647131526E05A56794368693E703D309D93F1AA771E52A62F8C976A03D,2nd_time,청주시 흥덕구,72
255,48C3E73CAEDC8987E4D0FABF4B1AB014676658EC9E5D49A946AF15DEDCFA5FDD,1st_time,관악구,28
256,48C3E73CAEDC8987E4D0FABF4B1AB014676658EC9E5D49A946AF15DEDCFA5FDD,1st_time,동작구,13
257,48C3E73CAEDC8987E4D0FABF4B1AB014676658EC9E5D49A946AF15DEDCFA5FDD,1st_time,서초구,7
258,48C3E73CAEDC8987E4D0FABF4B1AB014676658EC9E5D49A946AF15DEDCFA5FDD,2nd_time,관악구,31
259,48C3E73CAEDC8987E4D0FABF4B1AB014676658EC9E5D49A946AF15DEDCFA5FDD,2nd_time,동작구,13
260,48C3E73CAEDC8987E4D0FABF4B1AB014676658EC9E5D49A946AF15DEDCFA5FDD,2nd_time,서초구,5
261,4B3AC66E3A589D0E9C67E56558788C2075CE32C574E1A89A3724776350B8E196,1st_time,청주시 서원구,5
262,4B3AC66E3A589D0E9C67E56558788C2075CE32C574E1A89A3724776350B8E196,1st_time,청주시 흥덕구,14
263,4B3AC66E3A589D0E9C67E56558788C2075CE32C574E1A89A3724776350B8E196,2nd_time,청주시 서원구,10
264,4B3AC66E3A589D0E9C67E56558788C2075CE32C574E1A89A3724776350B8E196,2nd_time,청주시 흥덕구,46
265,4E0A1CAE14644D97ABA28DC684AAB0D7EB6E783B1E47577FE938E284A63DC9C6,1st_time,강남구,5
266,4E0A1CAE14644D97ABA28DC684AAB0D7EB6E783B1E47577FE938E284A63DC9C6,1st_time,서초구,3
267,4E0A1CAE14644D97ABA28DC684AAB0D7EB6E783B1E47577FE938E284A63DC9C6,2nd_time,강남구,27
268,4E0A1CAE14644D97ABA28DC684AAB0D7EB6E783B1E47577FE938E284A63DC9C6,2nd_time,서초구,43
269,5022925174CEDD7D0A8471AE5BA88D4CECDCD2FF32A6FD4A2E64216E91F9A21F,1st_time,강남구,10
270,5022925174CEDD7D0A8471AE5BA88D4CECDCD2FF32A6FD4A2E64216E91F9A21F,1st_time,과천시,1
271,5022925174CEDD7D0A8471AE5BA88D4CECDCD2FF32A6FD4A2E64216E91F9A21F,1st_time,서초구,22
272,5022925174CEDD7D0A8471AE5BA88D4CECDCD2FF32A6FD4A2E64216E91F9A21F,2nd_time,강남구,34
273,5022925174CEDD7D0A8471AE5BA88D4CECDCD2FF32A6FD4A2E64216E91F9A21F,2nd_time,서초구,32
274,50834F314C647B25934547D5105672C3F88279F607237A2F1327B5C4B0B2A25E,1st_time,강남구,30
275,50834F314C647B25934547D5105672C3F88279F607237A2F1327B5C4B0B2A25E,1st_time,동작구,3
276,50834F314C647B25934547D5105672C3F88279F607237A2F1327B5C4B0B2A25E,1st_time,서초구,8
277,50834F314C647B25934547D5105672C3F88279F607237A2F1327B5C4B0B2A25E,2nd_time,강남구,36
278,50834F314C647B25934547D5105672C3F88279F607237A2F1327B5C4B0B2A25E,2nd_time,관악구,7
279,50834F314C647B25934547D5105672C3F88279F607237A2F1327B5C4B0B2A25E,2nd_time,동작구,1
280,51811D19A1C251044A48EF19A72040B7FAD0C1432743AC83A0FA13958B0D89B8,1st_time,강남구,2
281,51811D19A1C251044A48EF19A72040B7FAD0C1432743AC83A0FA13958B0D89B8,2nd_time,강남구,1
282,51811D19A1C251044A48EF19A72040B7FAD0C1432743AC83A0FA13958B0D89B8,2nd_time,서초구,5
283,5385F53AC8336EE985F4BF05FD71AEA05A34C39D6A18C1ACBBFD18BF5AE7269E,1st_time,강남구,2
284,5385F53AC8336EE985F4BF05FD71AEA05A34C39D6A18C1ACBBFD18BF5AE7269E,1st_time,서초구,24
285,5385F53AC8336EE985F4BF05FD71AEA05A34C39D6A18C1ACBBFD18BF5AE7269E,2nd_time,강남구,2
286,5385F53AC8336EE985F4BF05FD71AEA05A34C39D6A18C1ACBBFD18BF5AE7269E,2nd_time,마포구,32
287,5385F53AC8336EE985F4BF05FD71AEA05A34C39D6A18C1ACBBFD18BF5AE7269E,2nd_time,서대문구,1
288,5385F53AC8336EE985F4BF05FD71AEA05A34C39D6A18C1ACBBFD18BF5AE7269E,2nd_time,서초구,26
289,55816B3666AB89441D19EB0F3D3BB298A15CF30A3866DA4490C138C23F862E67,1st_time,청주시 흥덕구,1
290,55816B3666AB89441D19EB0F3D3BB298A15CF30A3866DA4490C138C23F862E67,2nd_time,청주시 흥덕구,8
291,55A3443558453AF4129EB3FEAC3FE58A7B36AFB1D2ECE1172E153FE0959A542C,1st_time,청주시 서원구,7
292,55A3443558453AF4129EB3FEAC3FE58A7B36AFB1D2ECE1172E153FE0959A542C,1st_time,청주시 청원구,1
293,55A3443558453AF4129EB3FEAC3FE58A7B36AFB1D2ECE1172E153FE0959A542C,1st_time,청주시 흥덕구,7
294,55A3443558453AF4129EB3FEAC3FE58A7B36AFB1D2ECE1172E153FE0959A542C,2nd_time,청주시 서원구,8
295,55A3443558453AF4129EB3FEAC3FE58A7B36AFB1D2ECE1172E153FE0959A542C,2nd_time,청주시 흥덕구,40
296,56F0361D2F1BA774B835A4E4F7A2A0ADA8A3038F4FFAF0FFB94A5CC2BFC46857,1st_time,청주시 청원구,5
297,56F0361D2F1BA774B835A4E4F7A2A0ADA8A3038F4FFAF0FFB94A5CC2BFC46857,1st_time,청주시 흥덕구,1
298,56F0361D2F1BA774B835A4E4F7A2A0ADA8A3038F4FFAF0FFB94A5CC2BFC46857,2nd_time,청주시 상당구,9
299,56F0361D2F1BA774B835A4E4F7A2A0ADA8A3038F4FFAF0FFB94A5CC2BFC46857,2nd_time,청주시 서원구,24
300,56F0361D2F1BA774B835A4E4F7A2A0ADA8A3038F4FFAF0FFB94A5CC2BFC46857,2nd_time,청주시 흥덕구,15
301,5B23A02F8416383B0E2FDF1EF50659D5D372CBD5BC986B908483BFFCE2724560,1st_time,청주시 서원구,4
302,5B23A02F8416383B0E2FDF1EF50659D5D372CBD5BC986B908483BFFCE2724560,1st_time,청주시 흥덕구,27
303,5B23A02F8416383B0E2FDF1EF50659D5D372CBD5BC986B908483BFFCE2724560,2nd_time,청주시 서원구,3
304,5B23A02F8416383B0E2FDF1EF50659D5D372CBD5BC986B908483BFFCE2724560,2nd_time,청주시 흥덕구,54
305,5C6AC015754B94B1C77C401F5D6235938D9F549458361BE4AF99D9FFCAF8600D,1st_time,청주시 서원구,3
306,5C6AC015754B94B1C77C401F5D6235938D9F549458361BE4AF99D9FFCAF8600D,1st_time,청주시 흥덕구,2
307,5C6AC015754B94B1C77C401F5D6235938D9F549458361BE4AF99D9FFCAF8600D,2nd_time,청주시 서원구,1
308,5C6AC015754B94B1C77C401F5D6235938D9F549458361BE4AF99D9FFCAF8600D,2nd_time,청주시 흥덕구,3
309,5D7CDFD2E03FF67582690AC3A0CF908D40F362D3723B5F8FBAD507C543BA13EB,1st_time,관악구,5
310,5D7CDFD2E03FF67582690AC3A0CF908D40F362D3723B5F8FBAD507C543BA13EB,1st_time,동작구,6
311,5D7CDFD2E03FF67582690AC3A0CF908D40F362D3723B5F8FBAD507C543BA13EB,1st_time,서초구,14
312,5D7CDFD2E03FF67582690AC3A0CF908D40F362D3723B5F8FBAD507C543BA13EB,2nd_time,과천시,1
313,5D7CDFD2E03FF67582690AC3A0CF908D40F362D3723B5F8FBAD507C543BA13EB,2nd_time,관악구,24
314,5D7CDFD2E03FF67582690AC3A0CF908D40F362D3723B5F8FBAD507C543BA13EB,2nd_time,동작구,21
315,5D7CDFD2E03FF67582690AC3A0CF908D40F362D3723B5F8FBAD507C543BA13EB,2nd_time,서초구,46
316,5E5080F3D4E6153B5DE77A9922B741DC16261290E6EC84348355ED3801FE024C,1st_time,강남구,7
317,5E5080F3D4E6153B5DE77A9922B741DC16261290E6EC84348355ED3801FE024C,1st_time,서초구,43
318,5E5080F3D4E6153B5DE77A9922B741DC16261290E6EC84348355ED3801FE024C,2nd_time,강남구,15
319,5E5080F3D4E6153B5DE77A9922B741DC16261290E6EC84348355ED3801FE024C,2nd_time,서초구,50
320,5E6D989BEFC45A31B852847149831710B6CBEDA6CBABFD1AB0E066542F649F98,1st_time,청주시 서원구,5
321,5E6D989BEFC45A31B852847149831710B6CBEDA6CBABFD1AB0E066542F649F98,1st_time,청주시 흥덕구,24
322,5E6D989BEFC45A31B852847149831710B6CBEDA6CBABFD1AB0E066542F649F98,2nd_time,청주시 서원구,12
323,5E6D989BEFC45A31B852847149831710B6CBEDA6CBABFD1AB0E066542F649F98,2nd_time,청주시 흥덕구,54
324,5EA879233AEB5D5070D913FC7BA266ED9E4EFE6FE3AC0B220F91DF34B0E3D66F,1st_time,청주시 서원구,13
325,5EA879233AEB5D5070D913FC7BA266ED9E4EFE6FE3AC0B220F91DF34B0E3D66F,1st_time,청주시 흥덕구,4
326,5EA879233AEB5D5070D913FC7BA266ED9E4EFE6FE3AC0B220F91DF34B0E3D66F,2nd_time,청주시 서원구,3
327,5EA879233AEB5D5070D913FC7BA266ED9E4EFE6FE3AC0B220F91DF34B0E3D66F,2nd_time,청주시 흥덕구,1
328,614F4DCBB05766C162CDAAD06623A152461DA6A0064C76BB2ABD34AD8B0D58E0,1st_time,과천시,2
329,614F4DCBB05766C162CDAAD06623A152461DA6A0064C76BB2ABD34AD8B0D58E0,1st_time,서초구,34
330,614F4DCBB05766C162CDAAD06623A152461DA6A0064C76BB2ABD34AD8B0D58E0,2nd_time,과천시,2
331,614F4DCBB05766C162CDAAD06623A152461DA6A0064C76BB2ABD34AD8B0D58E0,2nd_time,서초구,39
332,62BEE65DFAB2B9603BA21B7791C6076AE329179578C02BF2EC0AC9D380EBCEB9,2nd_time,관악구,1
333,62BEE65DFAB2B9603BA21B7791C6076AE329179578C02BF2EC0AC9D380EBCEB9,2nd_time,동작구,15
334,62BEE65DFAB2B9603BA21B7791C6076AE329179578C02BF2EC0AC9D380EBCEB9,2nd_time,서초구,21
335,62DDAA677A39370D4768407EC6278615C8117098589F1B50B270BB4697356FA4,1st_time,강남구,4
336,62DDAA677A39370D4768407EC6278615C8117098589F1B50B270BB4697356FA4,1st_time,동작구,1
337,62DDAA677A39370D4768407EC6278615C8117098589F1B50B270BB4697356FA4,1st_time,서초구,22
338,62DDAA677A39370D4768407EC6278615C8117098589F1B50B270BB4697356FA4,2nd_time,서초구,15
339,6454E8EBA7C3239A662817632359B13687934DCB3DC008BA3A9E0BE1B209BF84,1st_time,강남구,14
340,6454E8EBA7C3239A662817632359B13687934DCB3DC008BA3A9E0BE1B209BF84,1st_time,서초구,39
341,6454E8EBA7C3239A662817632359B13687934DCB3DC008BA3A9E0BE1B209BF84,2nd_time,강남구,23
342,6454E8EBA7C3239A662817632359B13687934DCB3DC008BA3A9E0BE1B209BF84,2nd_time,과천시,1
343,6454E8EBA7C3239A662817632359B13687934DCB3DC008BA3A9E0BE1B209BF84,2nd_time,서초구,36
344,6485E5E2120B54DCEA9BB524AC85EEBFAAC610F8CE99E715DFDF2DE612086CE5,1st_time,동작구,3
345,6485E5E2120B54DCEA9BB524AC85EEBFAAC610F8CE99E715DFDF2DE612086CE5,1st_time,서초구,3
346,6485E5E2120B54DCEA9BB524AC85EEBFAAC610F8CE99E715DFDF2DE612086CE5,2nd_time,관악구,1
347,6485E5E2120B54DCEA9BB524AC85EEBFAAC610F8CE99E715DFDF2DE612086CE5,2nd_time,동작구,8
348,6485E5E2120B54DCEA9BB524AC85EEBFAAC610F8CE99E715DFDF2DE612086CE5,2nd_time,서초구,14
349,64F55E7A5FC7FB7BAE13E8A8D40F6B78D2F5BAA35FCBA2ED0604553E380A18B9,1st_time,청주시 서원구,4
350,64F55E7A5FC7FB7BAE13E8A8D40F6B78D2F5BAA35FCBA2ED0604553E380A18B9,2nd_time,청주시 서원구,4
351,64F55E7A5FC7FB7BAE13E8A8D40F6B78D2F5BAA35FCBA2ED0604553E380A18B9,2nd_time,청주시 흥덕구,2
352,6973D3320D502B8DBC2E4D116DA927E4C52FA3AABE8DE16AF743F74B0B830A6F,1st_time,관악구,4
353,6973D3320D502B8DBC2E4D116DA927E4C52FA3AABE8DE16AF743F74B0B830A6F,1st_time,동작구,6
354,6973D3320D502B8DBC2E4D116DA927E4C52FA3AABE8DE16AF743F74B0B830A6F,1st_time,서초구,24
355,6973D3320D502B8DBC2E4D116DA927E4C52FA3AABE8DE16AF743F74B0B830A6F,2nd_time,관악구,6
356,6973D3320D502B8DBC2E4D116DA927E4C52FA3AABE8DE16AF743F74B0B830A6F,2nd_time,동작구,34
357,6973D3320D502B8DBC2E4D116DA927E4C52FA3AABE8DE16AF743F74B0B830A6F,2nd_time,서초구,36
358,699E5CEB7EC243F4559CEDE9A0B35BFDDEF2DA9D00A7227BA575187C745B849F,1st_time,강남구,9
359,699E5CEB7EC243F4559CEDE9A0B35BFDDEF2DA9D00A7227BA575187C745B849F,1st_time,강동구,10
360,699E5CEB7EC243F4559CEDE9A0B35BFDDEF2DA9D00A7227BA575187C745B849F,1st_time,서초구,25
361,699E5CEB7EC243F4559CEDE9A0B35BFDDEF2DA9D00A7227BA575187C745B849F,2nd_time,강남구,22
362,699E5CEB7EC243F4559CEDE9A0B35BFDDEF2DA9D00A7227BA575187C745B849F,2nd_time,강동구,5
363,699E5CEB7EC243F4559CEDE9A0B35BFDDEF2DA9D00A7227BA575187C745B849F,2nd_time,서초구,32
364,699E5CEB7EC243F4559CEDE9A0B35BFDDEF2DA9D00A7227BA575187C745B849F,2nd_time,송파구,1
365,6B263E47D394583B81FF2FB799229AAB2A24EB68DD1F5918243AC1611D7024C2,1st_time,청주시 서원구,9
366,6B263E47D394583B81FF2FB799229AAB2A24EB68DD1F5918243AC1611D7024C2,1st_time,청주시 흥덕구,21
367,6B263E47D394583B81FF2FB799229AAB2A24EB68DD1F5918243AC1611D7024C2,2nd_time,청주시 서원구,23
368,6B263E47D394583B81FF2FB799229AAB2A24EB68DD1F5918243AC1611D7024C2,2nd_time,청주시 흥덕구,14
369,6BAD0756D558AE7B26256925E1562C4E5B81EB7B99E45B0E368E84FD29C192AF,1st_time,청주시 상당구,8
370,6BAD0756D558AE7B26256925E1562C4E5B81EB7B99E45B0E368E84FD29C192AF,1st_time,청주시 흥덕구,1
371,6BBC831E429BC9D0D6814729FA9D75400E21FFAE11FE603140DE3E06ABD3BE18,1st_time,청주시 서원구,2
372,6BBC831E429BC9D0D6814729FA9D75400E21FFAE11FE603140DE3E06ABD3BE18,1st_time,청주시 흥덕구,1
373,6D669CEE10A0D5142A63370DC653EA8E71E36BB4D49D3AB1F0BA25FA03F8C319,1st_time,청주시 흥덕구,18
374,6D669CEE10A0D5142A63370DC653EA8E71E36BB4D49D3AB1F0BA25FA03F8C319,2nd_time,청주시 흥덕구,3
375,6D7B41E783FF5DF8FC9C4BA1A11302D6E9AD4FE4249D92313440A2B592B9ED87,1st_time,청주시 상당구,8
376,6D7B41E783FF5DF8FC9C4BA1A11302D6E9AD4FE4249D92313440A2B592B9ED87,1st_time,청주시 서원구,24
377,6D7B41E783FF5DF8FC9C4BA1A11302D6E9AD4FE4249D92313440A2B592B9ED87,1st_time,청주시 흥덕구,2
378,6D7B41E783FF5DF8FC9C4BA1A11302D6E9AD4FE4249D92313440A2B592B9ED87,2nd_time,청주시 상당구,4
379,6D7B41E783FF5DF8FC9C4BA1A11302D6E9AD4FE4249D92313440A2B592B9ED87,2nd_time,청주시 서원구,19
380,6EA86B24A1A5707DD627AA7951B8D8F2554CDD8C2BFDA3AD31731CD86868BF2D,1st_time,강남구,10
381,6EA86B24A1A5707DD627AA7951B8D8F2554CDD8C2BFDA3AD31731CD86868BF2D,1st_time,서초구,19
382,6EA86B24A1A5707DD627AA7951B8D8F2554CDD8C2BFDA3AD31731CD86868BF2D,2nd_time,강남구,18
383,6EA86B24A1A5707DD627AA7951B8D8F2554CDD8C2BFDA3AD31731CD86868BF2D,2nd_time,서초구,27
384,6FF7077C962915EDE64266C6FB256BC9A2A706A57525E4867782CC93E155E36A,1st_time,청주시 상당구,14
385,6FF7077C962915EDE64266C6FB256BC9A2A706A57525E4867782CC93E155E36A,1st_time,청주시 서원구,37
386,6FF7077C962915EDE64266C6FB256BC9A2A706A57525E4867782CC93E155E36A,1st_time,청주시 청원구,3
387,6FF7077C962915EDE64266C6FB256BC9A2A706A57525E4867782CC93E155E36A,1st_time,청주시 흥덕구,41
388,6FF7077C962915EDE64266C6FB256BC9A2A706A57525E4867782CC93E155E36A,2nd_time,청주시 상당구,17
389,6FF7077C962915EDE64266C6FB256BC9A2A706A57525E4867782CC93E155E36A,2nd_time,청주시 서원구,57
390,6FF7077C962915EDE64266C6FB256BC9A2A706A57525E4867782CC93E155E36A,2nd_time,청주시 청원구,7
391,6FF7077C962915EDE64266C6FB256BC9A2A706A57525E4867782CC93E155E36A,2nd_time,청주시 흥덕구,30
392,70EEBF42BA31BA3FE5E208ECA5F3E74A4348139869F987FD8E9AB23E17DAD393,1st_time,청주시 흥덕구,24
393,70EEBF42BA31BA3FE5E208ECA5F3E74A4348139869F987FD8E9AB23E17DAD393,2nd_time,청주시 서원구,1
394,70EEBF42BA31BA3FE5E208ECA5F3E74A4348139869F987FD8E9AB23E17DAD393,2nd_time,청주시 흥덕구,34
395,711834C8186DC8D9648484E5C9FD0D7D7A5F211370C86C1B0748428E60C35746,2nd_time,청주시 흥덕구,2
396,72BD59A799FE3206856CF0A2F5C7D220B4B61824269B32EDFB9C03BE24CBD103,1st_time,관악구,1
397,72BD59A799FE3206856CF0A2F5C7D220B4B61824269B32EDFB9C03BE24CBD103,1st_time,동작구,5
398,72BD59A799FE3206856CF0A2F5C7D220B4B61824269B32EDFB9C03BE24CBD103,1st_time,서초구,34
399,72BD59A799FE3206856CF0A2F5C7D220B4B61824269B32EDFB9C03BE24CBD103,2nd_time,과천시,1
400,72BD59A799FE3206856CF0A2F5C7D220B4B61824269B32EDFB9C03BE24CBD103,2nd_time,관악구,1
401,72BD59A799FE3206856CF0A2F5C7D220B4B61824269B32EDFB9C03BE24CBD103,2nd_time,동작구,15
402,72BD59A799FE3206856CF0A2F5C7D220B4B61824269B32EDFB9C03BE24CBD103,2nd_time,서초구,29
403,74DAB3E08F957E9E1F15371539D3DF769F548AF974FED4FEE5351F9273E10DF6,1st_time,청주시 상당구,1
404,74DAB3E08F957E9E1F15371539D3DF769F548AF974FED4FEE5351F9273E10DF6,1st_time,청주시 서원구,2
405,74DAB3E08F957E9E1F15371539D3DF769F548AF974FED4FEE5351F9273E10DF6,1st_time,청주시 청원구,1
406,74DAB3E08F957E9E1F15371539D3DF769F548AF974FED4FEE5351F9273E10DF6,2nd_time,청주시 상당구,1
407,74DAB3E08F957E9E1F15371539D3DF769F548AF974FED4FEE5351F9273E10DF6,2nd_time,청주시 서원구,3
408,74DAB3E08F957E9E1F15371539D3DF769F548AF974FED4FEE5351F9273E10DF6,2nd_time,청주시 흥덕구,1
409,753968EBC85E54C570675112B2049A7F068FF4FE46145CEAB80DE376D8467D04,1st_time,청주시 흥덕구,1
410,753968EBC85E54C570675112B2049A7F068FF4FE46145CEAB80DE376D8467D04,2nd_time,청주시 서원구,1
411,753968EBC85E54C570675112B2049A7F068FF4FE46145CEAB80DE376D8467D04,2nd_time,청주시 흥덕구,14
412,760D4C189F32EA366376E7892D774259E60A3C053DD2862410C0508CF082B439,1st_time,강남구,2
413,760D4C189F32EA366376E7892D774259E60A3C053DD2862410C0508CF082B439,1st_time,서초구,6
414,766B9B1B035526BA59DFB4A209DBE8547B39B37CAC12CED5403E90EE733EE074,2nd_time,청주시 서원구,2
415,766B9B1B035526BA59DFB4A209DBE8547B39B37CAC12CED5403E90EE733EE074,2nd_time,청주시 흥덕구,2
416,791F308EA19B00D2067DA79CDC997DF2889536DB27115140B3A3B44DAC2FAF60,1st_time,청주시 서원구,23
417,791F308EA19B00D2067DA79CDC997DF2889536DB27115140B3A3B44DAC2FAF60,1st_time,청주시 흥덕구,42
418,791F308EA19B00D2067DA79CDC997DF2889536DB27115140B3A3B44DAC2FAF60,2nd_time,청주시 상당구,1
419,791F308EA19B00D2067DA79CDC997DF2889536DB27115140B3A3B44DAC2FAF60,2nd_time,청주시 서원구,43
420,791F308EA19B00D2067DA79CDC997DF2889536DB27115140B3A3B44DAC2FAF60,2nd_time,청주시 흥덕구,92
421,79BA8701D2C275BE2CA4C440DBA36D70AC259D3FB70A1DA9BEB4B73EA6272C83,1st_time,청주시 서원구,4
422,7C5E18CB15B681DDF590B5FE354932592A977D9DCE84EE68CFD2282E7300642A,1st_time,청주시 흥덕구,7
423,7C5E18CB15B681DDF590B5FE354932592A977D9DCE84EE68CFD2282E7300642A,2nd_time,청주시 서원구,2
424,7C5E18CB15B681DDF590B5FE354932592A977D9DCE84EE68CFD2282E7300642A,2nd_time,청주시 흥덕구,40
425,7D2CC42C9DB594624432EDDBEF4C5581BA8E89F966049351ACB9C94B2DDCBA64,1st_time,청주시 상당구,1
426,7D2CC42C9DB594624432EDDBEF4C5581BA8E89F966049351ACB9C94B2DDCBA64,1st_time,청주시 서원구,33
427,7D2CC42C9DB594624432EDDBEF4C5581BA8E89F966049351ACB9C94B2DDCBA64,1st_time,청주시 흥덕구,50
428,7D2CC42C9DB594624432EDDBEF4C5581BA8E89F966049351ACB9C94B2DDCBA64,2nd_time,청주시 상당구,6
429,7D2CC42C9DB594624432EDDBEF4C5581BA8E89F966049351ACB9C94B2DDCBA64,2nd_time,청주시 서원구,19
430,7D2CC42C9DB594624432EDDBEF4C5581BA8E89F966049351ACB9C94B2DDCBA64,2nd_time,청주시 흥덕구,99
431,7F4BEDE1A3BFA1E57A2EC8C69E3C9D7571CB8B5BE7B65210136BDEFE20C8ED8D,1st_time,강남구,9
432,7F4BEDE1A3BFA1E57A2EC8C69E3C9D7571CB8B5BE7B65210136BDEFE20C8ED8D,1st_time,서초구,24
433,7F4BEDE1A3BFA1E57A2EC8C69E3C9D7571CB8B5BE7B65210136BDEFE20C8ED8D,2nd_time,강남구,7
434,7F4BEDE1A3BFA1E57A2EC8C69E3C9D7571CB8B5BE7B65210136BDEFE20C8ED8D,2nd_time,서초구,14
435,802E879AB977D46CB0CF03C515764CC9DA5C4BC81C8E2DC5234F24AE6FF84E7B,1st_time,청주시 흥덕구,27
436,802E879AB977D46CB0CF03C515764CC9DA5C4BC81C8E2DC5234F24AE6FF84E7B,2nd_time,청주시 서원구,1
437,802E879AB977D46CB0CF03C515764CC9DA5C4BC81C8E2DC5234F24AE6FF84E7B,2nd_time,청주시 흥덕구,82
438,81B4017E07A0A2D5B4718B7513F445DABED0B293ED1A9FF2DD9174C75D21FAF7,1st_time,청주시 서원구,10
439,81B4017E07A0A2D5B4718B7513F445DABED0B293ED1A9FF2DD9174C75D21FAF7,1st_time,청주시 흥덕구,33
440,81B4017E07A0A2D5B4718B7513F445DABED0B293ED1A9FF2DD9174C75D21FAF7,2nd_time,청주시 서원구,19
441,81B4017E07A0A2D5B4718B7513F445DABED0B293ED1A9FF2DD9174C75D21FAF7,2nd_time,청주시 흥덕구,34
442,84C27A159370CF243CEB1661987D0ADBDE06C755F11F69188EE294290EF57AC7,1st_time,청주시 상당구,1
443,84C27A159370CF243CEB1661987D0ADBDE06C755F11F69188EE294290EF57AC7,1st_time,청주시 서원구,2
444,84C27A159370CF243CEB1661987D0ADBDE06C755F11F69188EE294290EF57AC7,1st_time,청주시 흥덕구,9
445,84C27A159370CF243CEB1661987D0ADBDE06C755F11F69188EE294290EF57AC7,2nd_time,청주시 상당구,5
446,84C27A159370CF243CEB1661987D0ADBDE06C755F11F69188EE294290EF57AC7,2nd_time,청주시 서원구,7
447,84C27A159370CF243CEB1661987D0ADBDE06C755F11F69188EE294290EF57AC7,2nd_time,청주시 청원구,15
448,84C27A159370CF243CEB1661987D0ADBDE06C755F11F69188EE294290EF57AC7,2nd_time,청주시 흥덕구,15
449,85317C71CDF6A36B46C2DE31466246C9D2365B75D8E558F376F11782BE6B2A79,1st_time,청주시 서원구,8
450,85317C71CDF6A36B46C2DE31466246C9D2365B75D8E558F376F11782BE6B2A79,1st_time,청주시 흥덕구,4
451,85317C71CDF6A36B46C2DE31466246C9D2365B75D8E558F376F11782BE6B2A79,2nd_time,청주시 서원구,11
452,85317C71CDF6A36B46C2DE31466246C9D2365B75D8E558F376F11782BE6B2A79,2nd_time,청주시 흥덕구,7
453,85CC79912F629020EDF728F00AAF2EDF5E6C6BE8BA1AE7B8D0B0FDACF6EF2F25,1st_time,강남구,8
454,85CC79912F629020EDF728F00AAF2EDF5E6C6BE8BA1AE7B8D0B0FDACF6EF2F25,1st_time,서초구,32
455,85CC79912F629020EDF728F00AAF2EDF5E6C6BE8BA1AE7B8D0B0FDACF6EF2F25,2nd_time,강남구,10
